ProductCode,Product Description
850211,-- Of an output not exceeding 75 kVA
850212,-- Of an output exceeding 75 kVA but not exceeding 375 kVA
850213,-- Of an output exceeding 375 kVA
850220,- Generating sets with spark-ignition internal combustion piston engines
850230,(-1995) Other generating sets
850231,(1996-) -- Wind-powered
850239,(1996-) -- Other
850240,- Electric rotary converters
8503,Parts suitable for use solely or principally with the machines of heading 85.01 or 85.02.
850300,Parts suitable for use solely or principally with the machines of heading 85.01 or 85.02.
8504,"Electrical transformers, static converters (for example, rectifiers) and inductors."
850410,- Ballasts for discharge lamps or tubes
850421,-- Having a power handling capacity not exceeding 650 kVA
850422,"-- Having a power handling capacity exceeding 650 kVA but not exceeding 10,000 kVA"
850423,"-- Having a power handling capacity exceeding 10,000 kVA"
850431,-- Having a power handling capacity not exceeding 1 kVA
850432,-- Having a power handling capacity exceeding 1 kVA but not exceeding 16 kVA
850433,-- Having a power handling capacity exceeding 16 kVA but not exceeding 500 kVA
850434,-- Having a power handling capacity exceeding 500 kVA
850440,- Static converters
850450,- Other inductors
850490,- Parts
8505,"Electro-magnets; permanent magnets and articles intended to become permanent magnets after magnetisation; electro- magnetic or permanent magnet chucks, clamps and similar holding devices; electro-magnetic couplings, clutches and brakes; electro-magnetic l"
850511,-- Of metal
850519,-- Other
850520,"- Electro-magnetic couplings, clutches and brakes"
850530,(-2006)  - Electro-magnetic lifting heads
850590,"- Other, including parts"
8506,Primary cells and primary batteries.
850610,(1996-) -Manganese dioxide
850611,(-1995) Manganese dioxide
850612,(-1995) Mercuric oxide
850613,(-1995) Silver oxide
850619,(-1995) Other
850620,(-1995) Of an external volume exceeding 300 cm3
850630,(1996-) -Mercuric oxide
850640,(1996-) - Silver oxide
850650,(1996-) - Lithium
850660,(1996-) - Air-zinc
850680,(1996-) - Other primary cells and primary batteries
850690,- Parts
8507,"Electric accumulators, including separators therefor, whether or not rectangular (including square)."
850710,"- Lead-acid, of a kind used for starting piston engines"
850720,- Other lead-acid accumulators
850730,- Nickel-cadmium
850740,- Nickel-iron
850750,(2012-) - Nickel-metal hydride
850760,(2012-) - Lithium-ion
850780,- Other accumulators
850790,- Parts
8508,Vacuum cleaners.
850810,(-2001) - Drills of all kinds
850811,"(2007-) -- Of a power not exceeding 1,500 W and having a dust bag or other receptacle capacity not exceeding 20 l"
850819,(2007-) -- Other
850820,(-2001) - Saws
850860,(2007-) - Other vacuum cleaners
850870,(2007-) - Parts
850880,(-2001) - Other tools
850890,(-2001) - Parts
8509,"Electro-mechanical domestic appliances, with self-contained electric motor, other than vacuum cleaners of heading 85.08."
850910,"(-2006)  - Vacuum cleaners, including dry and wet vacuum cleaners"
850920,(-2006)  - Floor polishers
850930,(-2006)  - Kitchen waste disposers
850940,- Food grinders and mixers; fruit or vegetable juice extractors
850980,- Other appliances
850990,- Parts
8510,"Shavers, hair clippers and hair-removing appliances, with self- contained electric motor."
851010,- Shavers
851020,- Hair clippers
851030,(1996-) - Hair-removing appliances
851090,- Parts
8511,"Electrical ignition or starting equipment of a kind used for spark-ignition or compression-ignition internal combustion engines (for example, ignition magnetos, magneto-dynamos, ignition coils, sparking plugs and glow plugs, starter motors); generators (f"
851110,- Sparking plugs
851120,- Ignition magnetos; magneto-dynamos; magnetic flywheels
851130,- Distributors; ignition coils
851140,- Starter motors and dual purpose starter-generators
851150,- Other generators
851180,- Other equipment
851190,- Parts
8512,"Electrical lighting or signalling equipment (excluding articles of heading 85.39), windscreen wipers, defrosters and demisters, of a kind used for cycles or motor vehicles."
851210,- Lighting or visual signalling equipment of a kind used on bicycles
851220,- Other lighting or visual signalling equipment
851230,- Sound signalling equipment
851240,"-Windscreen wipers, defrosters and demisters"
851290,- Parts
8513,"Portable electric lamps designed to function by their own source of energy (for example, dry batteries, accumulators, magnetos), other than lighting equipment of heading 85.12."
851310,- Lamps
851390,- Parts
8514,Industrial or laboratory electric furnaces and ovens (including those functioning by induction or dielectric loss); other industrial or laboratory equipment for the heat treatment of materials by induction or dielectric loss.
851410,- Resistance heated furnaces and ovens
851420,- Furnaces and ovens functioning by induction or dielectric loss
851430,- Other furnaces and ovens
851440,- Other equipment for the heat treatment of materials by induction or dielectric loss
851490,- Parts
8515,"Electric (including electrically heated gas), laser or other light or photon beam, ultrasonic, electron beam, magnetic pulse or plasma arc soldering, brazing or welding machines and apparatus, whether or not capable of cutting; electric machines and appar"
851511,-- Soldering irons and guns
851519,-- Other
851521,-- Fully or partly automatic
851529,-- Other
851531,-- Fully or partly automatic
851539,-- Other
851580,- Other machines and apparatus
851590,- Parts
8516,"Electric instantaneous or storage water heaters and immersion heaters; electric space heating apparatus and soil heating apparatus; electro-thermic hair-dressing apparatus (for example, hair dryers, hair curlers, curling tong heaters) and hand dryers; ele"
851610,- Electric instantaneous or storage water heaters and immersion heaters
851621,-- Storage heating radiators
851629,-- Other
851631,-- Hair dryers
851632,-- Other hair-dressing apparatus
851633,-- Hand-drying apparatus
851640,- Electric smoothing irons
851650,-Microwave ovens
851660,"- Other ovens; cookers, cooking plates, boiling rings, grillers and roasters"
851671,-- Coffee or tea makers
851672,-- Toasters
851679,-- Other
851680,- Electric heating resistors
851690,- Parts
8517,"Telephone sets, including telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data, including apparatus for communication in a wired or wireless network (such as a lo"
851710,(-1995) Telephone sets
851711,(1996-) -- Line telephone sets with cordless handsets
851712,(2007-) -- Telephones for cellular networks or for other wireless networks
851718,(2007-) -- Other
851719,(1996-2006)  -- Other
851720,(-1995) Teleprinters
851721,(1996-2006)  -- Facsimile machines
851722,(1996-2006)  -- Teleprinters
851730,(-2006)  - Telephonic or telegraphic switching apparatus
851740,"(-1995) Other apparatus, for carrier-current line systems"
851750,"(1996-2006)  - Other apparatus, for carrier-current line systems or for digital line systems"
851761,(2007-) -- Base stations
851762,"(2007-) -- Machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus"
851769,(2007-) -- Other
851770,(2007-) - Parts
851780,(1996-2006)  - Other apparatus
851781,(-1995) Telephonic
851782,(-1995) Telegraphic
851790,(-2006)  - Parts
8518,"Microphones and stands therefor; loudspeakers, whether or not mounted in their enclosures; headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers; audio- frequency electric amp"
851810,-Microphones and stands therefor
851821,"-- Single loudspeakers, mounted in their enclosures"
851822,"-- Multiple loudspeakers, mounted in the same enclosure"
851829,-- Other
851830,"- Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers"
851840,- Audio-frequency electric amplifiers
851850,- Electric sound amplifier sets
851890,- Parts
8519,Sound recording or reproducing apparatus.
851910,(-2006)  - Coin- or disc-operated record-players
851920,"(2007-) - Apparatus operated by coins, banknotes, bank cards, tokens or by other means of payment"
851921,(-2006)  -- Without loudspeaker
851929,(-2006)  -- Other
851930,(2007-) -Turntables (record-decks)
851931,(-2006)  -- With automatic record changing mechanism
851939,(-2006)  -- Other
851940,(-2006)  - Transcribing machines
851950,(2007-) -Telephone answering machines
851981,"(2007-) -- Using magnetic, optical or semiconductor media"
851989,(2007-) -- Other
851991,(-1995) Cassette-type
851992,(1996-2006)  -- Pocket-size cassette-players
851993,"(1996-2006)  -- Other, cassette-type"
851999,(-2006)  -- Other
8520,(-2006) Magnetic tape recorders and other sound recording apparatus whether or not incorporating a sound-reproducing device
852010,(-2006)  - Dictating machines not capable of operating without an external source of power
852020,(-2006)  - Telephone answering machines
852031,(-1995) Cassette-type
852032,(1996-2006)  -- Digital audio type
852033,"(1996-2006)  -- Other, cassette-type"
852039,(-2006) -- Other
852090,(-2006)  - Other
8521,"Video recording or reproducing apparatus, whether or not incorporating a video tuner."
852110,-Magnetic tape-type
852190,- Other
8522,Parts and accessories suitable for use solely or principally with the apparatus of headings 85.19 or 85.21.
852210,- Pick-up cartridges
852290,- Other
8523,"Discs, tapes, solid-state non-volatile storage devices, ""smart cards"" and other media for the recording of sound or of other phenomena, whether or not recorded, including matrices and masters for the production of discs, but excluding products of Chapter"
852311,(-2006)  -- Of a width not exceeding 4 mm
852312,(-2006)  -- Of a width exceeding 4 mm but not exceeding 6.5 mm
852313,(-2006)  -- Of a width exceeding 6.5 mm
852320,(-2006)  - Magnetic discs
852321,(2007-) -- Cards incorporating a magnetic stripe
852329,(2007-) -- Other
852330,(1996-2006)  - Cards incorporating a magnetic stripe
852340,(2007-2011) - Optical media
852341,(2012-) -- Unrecorded
852349,(2012-) -- Other
852351,(2007-) -- Solid-state non-volatile storage devices
852352,(2007-) -- «Smart cards»
852359,(2007-) -- Other
852380,(2007-) - Other
852390,(-2006) - Other
8524,"(-2006) Records, tapes and other recorded media for sound or other similarly recorded phenomena, incl. matrices and masters for the production of records (excl. products of chapter 37)"
852410,(-2006)  - Gramophone records
852421,(-1995) Of a width not exceeding 4 mm
852422,"(-1995) Of a width exceeding 4 mm but not exceeding 6,5 mm"
852423,"(-1995) Of a width exceeding 6,5 mm"
852431,(1996-2006)  -- For reproducing phenomena other than sound or image
852432,(1996-2006)  -- For reproducing sound only
852439,(1996-2006)  -- Other
852440,(1996-2006)  - Magnetic tapes for reproducing phenomena other than sound or image
852451,(1996-2006)  -- Of a width not exceeding 4 mm
852452,(1996-2006)  -- Of a width exceeding 4 mm but not exceeding 6.5 mm
852453,(1996-2006)  -- Of a width exceeding 6.5 mm
852460,(1996-2006)  - Cards incorporating a magnetic stripe
852490,(-1995) Other
852491,(1996-2006)  -- For reproducing phenomena other than sound or image
852499,(1996-2006)  -- Other
8525,"Transmission apparatus for radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; television cameras, digital cameras and video camera recorders."
852510,(-2006)  - Transmission apparatus
852520,(-2006)  - Transmission apparatus incorporating reception apparatus
852530,(-2006) - Television cameras
852540,(1996-2006)  - Still image video cameras and other video camera recorders; digital cameras
852550,(2007-) -Transmission apparatus
852560,(2007-) -Transmission apparatus incorporating reception apparatus
852580,"(2007-) -Television cameras, digital cameras and video camera recorders"
8526,"Radar apparatus, radio navigational aid apparatus and radio remote control apparatus."
852610,- Radar apparatus
852691,-- Radio navigational aid apparatus
852692,-- Radio remote control apparatus
8527,"Reception apparatus for radio-broadcasting, whether or not combined, in the same housing, with sound recording or reproducing apparatus or a clock."
852711,(-1995) Combined with sound recording or reproducing apparatus
852712,(1996-) -- Pocket-size radio cassette-players
852713,(1996-) -- Other apparatus combined with sound recording or reproducing apparatus
852719,-- Other
852721,-- Combined with sound recording or reproducing apparatus
852729,-- Other
852731,(-2006)  -- Combined with sound recording or reproducing apparatus
852732,(-2006)  -- Not combined with sound recording or reproducing apparatus but combined with a clock
852739,(-2006)  -- Other
852790,(-2006)  - Other apparatus
852791,(2007-) -- Combined with sound recording or reproducing apparatus
852792,(2007-) -- Not combined with sound recording or reproducing apparatus but combined with a clock
852799,(2007-) -- Other
8528,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus."
852810,(-1995) Colour
852812,(1996-2006)  -- Colour
852813,(1996-2006)  -- Black and white or other monochrome
852820,(-1995) Black and white or other monochrome
852821,(1996-2006)  -- Colour
852822,(1996-2006)  -- Black and white or other monochrome
852830,(1996-2006)  - Video projectors
852841,(2007-) -- Of a kind solely or principally used in an automatic data processing system of heading 84.71
852849,(2007-) -- Other
852851,(2007-) -- Of a kind solely or principally used in an automatic data processing system of heading 84.71
852859,(2007-) -- Other
852861,(2007-) -- Of a kind solely or principally used in an automatic data processing system of heading 84.71
852869,(2007-) -- Other
852871,(2007-) -- Not designed to incorporate a video display or screen
852872,"(2007-) -- Other, colour"
852873,"(2007-) -- Other, monochrome"
8529,Parts suitable for use solely or principally with the apparatus of headings 85.25 to 85.28.
852910,- Aerials and aerial reflectors of all kinds; parts suitable for use therewith
852990,- Other
8530,"Electrical signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields (other than those of heading 86.08)."
853010,- Equipment for railways or tramways
853080,- Other equipment
853090,- Parts
8531,"Electric sound or visual signalling apparatus (for example, bells, sirens, indicator panels, burglar or fire alarms), other than those of heading 85.12 or 85.30."
853110,- Burglar or fire alarms and similar apparatus
853120,- Indicator panels incorporating liquid crystal devices (LCD) or light emitting diodes (LED)
853180,- Other apparatus
853190,- Parts
8532,"Electrical capacitors, fixed, variable or adjustable (pre-set)."
853210,- Fixed capacitors designed for use in 50/60 Hz circuits and having a reactive power handling capacity of not less than 0.5 kvar (power capacitors)
853221,-- Tantalum
853222,-- Aluminium electrolytic
853223,"-- Ceramic dielectric, single layer"
853224,"-- Ceramic dielectric, multilayer"
853225,-- Dielectric of paper or plastics
853229,-- Other
853230,-Variable or adjustable (pre-set) capacitors
853290,- Parts
8533,"Electrical resistors (including rheostats and potentiometers), other than heating resistors."
853310,"- Fixed carbon resistors, composition or film types"
853321,-- For a power handling capacity not exceeding 20 W
853329,-- Other
853331,-- For a power handling capacity not exceeding 20 W
853339,-- Other
853340,"- Other variable resistors, including rheostats and potentiometers"
853390,- Parts
8534,Printed circuits.
853400,Printed circuits.
8535,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, fuses, lightning arresters, voltage limiters, surge suppressors, plugs and other connectors, junction boxe"
853510,- Fuses
853521,-- For a voltage of less than 72.5 kV
853529,-- Other
853530,- Isolating switches and make-and-break switches
853540,"- Lightning arresters, voltage limiters and surge suppressors"
853590,- Other
8536,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, relays, fuses, surge suppressors, plugs, sockets, lamp-holders and other connectors, junction boxes), for"
853610,- Fuses
853620,- Automatic circuit breakers
853630,- Other apparatus for protecting electrical circuits
853641,-- For a voltage not exceeding 60 V
853649,-- Other
853650,- Other switches
853661,-- Lamp-holders
853669,-- Other
853670,"(2007-) - Connectors for optical fibres, optical fibre bundles or cables"
853690,- Other apparatus
8537,"Boards, panels, consoles, desks, cabinets and other bases, equipped with two or more apparatus of heading 85.35 or 85.36, for electric control or the distribution of electricity, including those incorporating instruments or apparatus of Chapter 90, and nu"
853710,"- For a voltage not exceeding 1,000 V"
853720,"- For a voltage exceeding 1,000 V"
8538,"Parts suitable for use solely or principally with the apparatus of heading 85.35, 85.36 or 85.37."
853810,"- Boards, panels, consoles, desks, cabinets and other bases for the goods of heading 85.37, not equipped with their apparatus"
853890,- Other
8539,"Electric filament or discharge lamps, including sealed beam lamp units and ultra-violet or infra-red lamps; arc-lamps."
853910,- Sealed beam lamp units
853921,-- Tungsten halogen
853922,"-- Other, of a power not exceeding 200 W and for a voltage exceeding 100 V"
853929,-- Other
853931,"-- Fluorescent, hot cathode"
853932,(1996-) -- Mercury or sodium vapour lamps; metal halide lamps
853939,-- Other
853940,(-1995) Ultra-violet or infra-red lamps; arc lamps
853941,(1996-) -- Arc-lamps
853949,(1996-) -- Other
853990,- Parts
8540,"Thermionic, cold cathode or photo-cathode valves and tubes (for example, vacuum or vapour or gas filled valves and tubes, mercury arc rectifying valves and tubes, cathode-ray tubes, television camera tubes)."
854011,-- Colour
854012,-- Monochrome
854020,-Television camera tubes; image converters and intensifiers; other photo-cathode tubes
854030,(-1995) Other cathode-ray tubes
854040,"(1996-) - Data/graphic display tubes, monochrome; data/graphic display tubes, colour, with a phosphor dot screen pitch smaller than 0.4 mm"
854041,(-1995) Magnetrons
854042,(-1995) Klystrons
854049,(-1995) Other
854050,"(1996-2011) - Data/graphic display tubes, black and white or other monochrome"
854060,(1996-) - Other cathode-ray tubes
854071,(1996-) -- Magnetrons
854072,(1996-2011) -- Klystrons
854079,(1996-) -- Other
854081,-- Receiver or amplifier valves and tubes
854089,-- Other
854091,-- Of cathode-ray tubes
854099,-- Other
8541,"Diodes, transistors and similar semiconductor devices; photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes; mounted piezo-electric crystals."
854110,"- Diodes, other than photosensitive or light emitting diodes"
854121,-- With a dissipation rate of less than 1 W
854129,-- Other
854130,"-Thyristors, diacs and triacs, other than photosensitive devices"
854140,"- Photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes"
854150,- Other semiconductor devices
854160,-Mounted piezo-electric crystals
854190,- Parts
8542,Electronic integrated circuits.
854210,"(2002-2006) - Cards incorporating an electronic integrated circuit (""smart"" cards)"
854211,(-1995) Digital
854212,"(1996-2001)  - - Cards incorporating an electronic integrated circuit (""smart"" cards)"
854213,(1996-2001)  - - Metal oxide semiconductors (MOS technology)
854214,(1996-2001)  - - Circuits obtained by bipolar technology
854219,"(-2001) - - Other, including circuits obtained by a combination of bipolar and MOS technologies (BIMOS technology)"
854220,(-1995) Hybrid integrated circuits
854221,(2002-2006) -- Digital
854229,(2002-2006) -- Other
854230,(1996-2001)  - Other monolithic integrated circuits
854231,"(2007-) -- Processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits"
854232,(2007-) -- Memories
854233,(2007-) -- Amplifiers
854239,(2007-) -- Other
854240,(1996-2001)  - Hybrid integrated circuits
854250,(1996-2001)  - Electronic microassemblies
854260,(2002-2006) - Hybrid integrated circuits
854270,(2002-2006) - Electronic microassemblies
854280,(-1995) Other
854290,- Parts
8543,"Electrical machines and apparatus, having individual functions, not specified or included elsewhere in this Chapter."
854310,"(-1995, 2007-) - Particle accelerators"
854311,(1996-2006)  -- Ion implanters for doping semiconductor materials
854319,(1996-2006)  -- Other
854320,- Signal generators
854330,"-Machines and apparatus for electroplating, electrolysis or electrophoresis"
854340,(1996-2006)  - Electric fence energisers
854370,(2007-) - Other machines and apparatus
854380,(-1995) Other machines and apparatus
854381,(1996-2006)  -- Proximity cards and tags
854389,(1996-2006)  -- Other
854390,- Parts
8544,"Insulated (including enamelled or anodised) wire, cable (including co-axial cable) and other insulated electric conductors, whether or not fitted with connectors; optical fibre cables, made up of individually sheathed fibres, whether or not assembled with"
854411,-- Of copper
854419,-- Other
854420,- Co-axial cable and other co-axial electric conductors
854430,"- Ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships"
854441,(-2006)  -- Fitted with connectors
854442,(2007-) -- Fitted with connectors
854449,-- Other
854451,(-2006)  -- Fitted with connectors
854459,(-2006)  -- Other
854460,"- Other electric conductors, for a voltage exceeding 1,000 V"
854470,- Optical fibre cables
8545,"Carbon electrodes, carbon brushes, lamp carbons, battery carbons and other articles of graphite or other carbon, with or without metal, of a kind used for electrical purposes."
854511,-- Of a kind used for furnaces
854519,-- Other
854520,- Brushes
854590,- Other
8546,Electrical insulators of any material.
854610,- Of glass
854620,- Of ceramics
854690,- Other
8547,"Insulating fittings for electrical machines, appliances or equipment, being fittings wholly of insulating material apart from any minor components of metal (for example, threaded sockets) incorporated during moulding solely for purposes of assembly, other"
854710,- Insulating fittings of ceramics
854720,- Insulating fittings of plastics
854790,- Other
8548,"Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary cells, spent primary batteries and spent electric accumulators; electrical parts of machinery or apparatus, not specified or included elsewhere in this Chapter."
854800,"(-1995) Electrical parts of machinery or apparatus, not specified or included elsewhere in this Chapter"
854810,"(1996-) -Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary cells, spent primary batteries and spent electric accumulators"
854890,(1996-) - Other
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL (INCLUDING ELECTROMECHANICAL) TRAFFIC SIGNALLING EQUIPMENT OF ALL KINDS"
8601,Rail locomotives powered from an external source of electricity or by electric accumulators.
860110,- Powered from an external source of electricity
860120,- Powered by electric accumulators
8602,Other rail locomotives; locomotive tenders.
860210,- Diesel-electric locomotives
860290,- Other
8603,"Self-propelled railway or tramway coaches, vans and trucks, other than those of heading 86.04."
860310,- Powered from an external source of electricity
860390,- Other
8604,"Railway or tramway maintenance or service vehicles, whether or not self-propelled (for example, workshops, cranes, ballast tampers, trackliners, testing coaches and track inspection vehicles)."
860400,"Railway or tramway maintenance or service vehicles, whether or not self-propelled (for example, workshops, cranes, ballast tampers, trackliners, testing coaches and track inspection vehicles)."
8605,"Railway or tramway passenger coaches, not self-propelled; luggage vans, post office coaches and other special purpose railway or tramway coaches, not self-propelled (excluding those of heading 86.04)."
860500,"Railway or tramway passenger coaches, not self-propelled; luggage vans, post office coaches and other special purpose railway or tramway coaches, not self-propelled (excluding those of heading 86.04)."
8606,"Railway or tramway goods vans and wagons, not self-propelled."
860610,-Tank wagons and the like
860620,"(-2006)  - Insulated or refrigerated vans and wagons (cars), other than those of subheading 8606.10"
860630,"- Self-discharging vans and wagons, other than those of subheading 8606.10"
860691,-- Covered and closed
860692,"-- Open, with non-removable sides of a height exceeding 60 cm"
860699,-- Other
8607,Parts of railway or tramway locomotives or rolling-stock.
860711,-- Driving bogies and bissel-bogies
860712,-- Other bogies and bissel-bogies
860719,"-- Other, including parts"
860721,-- Air brakes and parts thereof
860729,-- Other
860730,"- Hooks and other coupling devices, buffers, and parts thereof"
860791,-- Of locomotives
860799,-- Other
8608,"Railway or tramway track fixtures and fittings; mechanical (including electro-mechanical) signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields; parts of the fo"
860800,"Railway or tramway track fixtures and fittings; mechanical (including electro-mechanical) signalling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields; parts of the f"
8609,Containers (including containers for the transport of fluids) specially designed and equipped for carriage by one or more modes of transport.
860900,Containers (including containers for the transport of fluids) specially designed and equipped for carriage by one or more modes of transport.
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF"
8701,Tractors (other than tractors of heading 87.09).
870110,- Pedestrian controlled tractors
870120,- Road tractors for semi-trailers
870130,-Track-laying tractors
870190,- Other
8702,"Motor vehicles for the transport of ten or more persons, including the driver."
870210,-With compression-ignition internal combustion piston engine (diesel or semi-diesel)
870290,- Other
8703,"Motor cars and other motor vehicles principally designed for the transport of persons (other than those of heading 87.02), including station wagons and racing cars."
870310,-Vehicles specially designed for travelling on snow; golf cars and similar vehicles
870321,"-- Of a cylinder capacity not exceeding 1,000 cc"
870322,"-- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc"
870323,"-- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc"
870324,"-- Of a cylinder capacity exceeding 3,000 cc"
870331,"-- Of a cylinder capacity not exceeding 1,500 cc"
870332,"-- Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc"
870333,"-- Of a cylinder capacity exceeding 2,500 cc"
870390,- Other
8704,Motor vehicles for the transport of goods.
870410,- Dumpers designed for off-highway use
870421,-- g.v.w. not exceeding 5 tonnes
870422,-- g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes
870423,-- g.v.w. exceeding 20 tonnes
870431,-- g.v.w. not exceeding 5 tonnes
870432,-- g.v.w. exceeding 5 tonnes
870490,- Other
8705,"Special purpose motor vehicles, other than those principally designed for the transport of persons or goods (for example, breakdown lorries, crane lorries, fire fighting vehicles, concrete- mixer lorries, road sweeper lorries, spraying lorries, mobile wor"
870510,- Crane lorries
870520,-Mobile drilling derricks
870530,- Fire fighting vehicles
870540,- Concrete-mixer lorries
870590,- Other
8706,"Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05."
870600,"Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05."
8707,"Bodies (including cabs), for the motor vehicles of headings 87.01 to 87.05."
870710,- For the vehicles of heading 87.03
870790,- Other
8708,Parts and accessories of the motor vehicles of headings 87.01 to 87.05.
870810,- Bumpers and parts thereof
870821,-- Safety seat belts
870829,-- Other
870830,(2007-) - Brakes and servo-brakes; parts thereof
870831,(-2006)  -- Mounted brake linings
870839,(-2006)  -- Other
870840,- Gear boxes and parts thereof
870850,"- Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof"
870860,(-2006)  - Non-driving axles and parts thereof
870870,- Road wheels and parts and accessories thereof
870880,- Suspension systems and parts thereof (including shock- absorbers)
870891,-- Radiators and parts thereof
870892,-- Silencers (mufflers) and exhaust pipes; parts thereof
870893,-- Clutches and parts thereof
870894,"-- Steering wheels, steering columns and steering boxes; parts thereof"
870895,(2007-) -- Safety airbags with inflater system; parts thereof
870899,-- Other
8709,"Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used in factories, warehouses, dock areas or airports for short distance transport of goods; tractors of the type used on railway station platforms; parts of the fore"
870911,-- Electrical
870919,-- Other
870990,- Parts
8710,"Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles."
871000,"Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles."
8711,"Motorcycles (including mopeds) and cycles fitted with an auxiliary motor, with or without side-cars; side-cars."
871110,-With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc
871120,-With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc
871130,-With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc
871140,-With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc
871150,-With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc
871190,- Other
8712,"Bicycles and other cycles (including delivery tricycles), not motorised."
871200,"Bicycles and other cycles (including delivery tricycles), not motorised."
8713,"Carriages for disabled persons, whether or not motorised or otherwise mechanically propelled."
871310,- Not mechanically propelled
871390,- Other
8714,Parts and accessories of vehicles of headings 87.11 to 87.13.
871410,(2012-) - Of motorcycles (including mopeds)
871411,(-2011) -- Saddles
871419,(-2011) -- Other
871420,- Of carriages for disabled persons
871491,"-- Frames and forks, and parts thereof"
871492,-- Wheel rims and spokes
871493,"-- Hubs, other than coaster braking hubs and hub brakes, and free- wheel sprocket-wheels"
871494,"-- Brakes, including coaster braking hubs and hub brakes, and parts thereof"
871495,-- Saddles
871496,"-- Pedals and crank-gear, and parts thereof"
871499,-- Other
8715,Baby carriages and parts thereof.
871500,Baby carriages and parts thereof.
8716,"Trailers and semi-trailers; other vehicles, not mechanically propelled; parts thereof."
871610,"-Trailers and semi-trailers of the caravan type, for housing or camping"
871620,- Self-loading or self-unloading trailers and semi-trailers for agricultural purposes
871631,-- Tanker trailers and tanker semi-trailers
871639,-- Other
871640,- Other trailers and semi-trailers
871680,- Other vehicles
871690,- Parts
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF"
8801,"Balloons and dirigibles; gliders, hang gliders and other non- powered aircraft."
880100,"(2007-) Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft."
880110,(-2006)  - Gliders and hang gliders
880190,(-2006)  - Other
8802,"Other aircraft (for example, helicopters, aeroplanes); spacecraft (including satellites) and suborbital and spacecraft launch vehicles."
880211,"-- Of an unladen weight not exceeding 2,000 kg"
880212,"-- Of an unladen weight exceeding 2,000 kg"
880220,"- Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg"
880230,"- Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg"
880240,"- Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg"
880250,(-1995) Spacecraft (including satellites) and spacecraft launch vehicles
880260,(1996-) - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles
8803,Parts of goods of heading 88.01 or 88.02.
880310,- Propellers and rotors and parts thereof
880320,- Under-carriages and parts thereof
880330,- Other parts of aeroplanes or helicopters
880390,- Other
